DBID1,DBID2,DBKEY-pair,label
DB00597,DB07441,,0
DB03934,DB14030,,0
DB01563,DB14084,,0
DB15146,DB12624,,0
DB13361,DB04065,,0
DB12154,DB10322,,0
DB03895,DB05470,,0
DB06721,DB10633,,0
DB06202,DB13797,,0
DB11007,DB06005,,0
DB00326,DB13010,,0
DB06560,DB14612,,0
DB11302,DB15512,,0
DB15178,DB09318,,0
DB05719,DB12711,,0
DB00838,DB05835,,0
DB11107,DB12517,,0
DB13820,DB12535,,0
DB09415,DB01203,,0
DB10520,DB09045,,0
DB08835,DB14109,,0
DB10520,DB09338,,0
DB11149,DB14058,,0
DB10969,DB15233,,0
DB11288,DB04461,,0
DB15008,DB15282,,0
DB12602,DB01456,,0
DB01196,DB13293,,0
DB11198,DB08728,,0
DB10620,DB11711,,0
DB00078,DB01320,,0
DB03930,DB01121,,0
DB06597,DB01503,,0
DB01786,DB11635,,0
DB06557,DB16098,,0
DB13174,DB01578,,0
DB16332,DB12160,,0
DB08912,DB05834,,0
DB08167,DB08388,,0
DB12770,DB06663,,0
DB01298,DB01395,,0
DB15325,DB00269,,0
DB06894,DB14562,,0
DB11987,DB06793,,0
DB06768,DB09171,,0
DB14446,DB03344,,0
DB04976,DB14196,,0
DB05078,DB15516,,0
DB00856,DB03553,,0
DB04243,DB09537,,0
DB05431,DB13605,,0
DB01192,DB14610,,0
DB15053,DB07558,,0
DB03937,DB12608,,0
DB00927,DB05771,,0
DB12303,DB01130,,0
DB04357,DB11698,,0
DB06147,DB13897,,0
DB02867,DB04910,,0
DB08327,DB05129,,0
DB16080,DB14337,,0
DB11930,DB12996,,0
DB05244,DB14253,,0
DB14650,DB10315,,0
DB14289,DB13257,,0
DB11751,DB11784,,0
DB10835,DB12222,,0
DB12551,DB05475,,0
DB01405,DB06597,,0
DB10687,DB13393,,0
DB04801,DB00231,,0
DB14851,DB02385,,0
DB11522,DB02279,,0
DB15000,DB12051,,0
DB12497,DB09269,,0
DB14877,DB08835,,0
DB14973,DB11453,,0
DB15359,DB15327,,0
DB15275,DB02831,,0
DB06718,DB08382,,0
DB00344,DB12237,,0
DB12113,DB07585,,0
DB01523,DB12709,,0
DB12588,DB00573,,0
DB11283,DB12831,,0
DB03567,DB05916,,0
DB12473,DB01146,,0
DB03410,DB05560,,0
DB09012,DB15686,,0
DB09160,DB11095,,0
DB12973,DB01952,,0
DB13150,DB15462,,0
DB11207,DB13795,,0
DB13211,DB13139,,0
DB03169,DB13051,,0
DB05210,DB16635,,0
DB10490,DB13331,,0
DB11714,DB10371,,0
DB12293,DB11021,,0
DB06751,DB14512,,0
DB06791,DB09561,,0
DB05337,DB02703,,0
DB08175,DB13055,,0
DB08388,DB14681,,0
DB11229,DB05104,,0
DB04857,DB15040,,0
DB14583,DB05296,,0
DB01627,DB03733,,0
DB14591,DB12197,,0
DB08951,DB05683,,0
DB07661,DB03206,,0
DB13329,DB14356,,0
DB01851,DB14144,,0
DB00929,DB11466,,0
DB03722,DB02800,,0
DB13070,DB00338,,0
DB01904,DB16702,,0
DB09187,DB13623,,0
DB11976,DB15100,,0
DB12450,DB01365,,0
DB02302,DB09373,,0
DB00443,DB06350,,0
DB12125,DB01528,,0
DB13368,DB01505,,0
DB02238,DB03541,,0
DB13587,DB02671,,0
DB15686,DB04619,,0
DB11134,DB04751,,0
DB05403,DB08988,,0
DB09383,DB15396,,0
DB09052,DB02237,,0
DB13214,DB13506,,0
DB03172,DB00383,,0
DB04545,DB04499,,0
DB14411,DB15991,,0
DB05856,DB12331,,0
DB01692,DB06731,,0
DB14168,DB01608,,0
DB11155,DB06622,,0
DB04703,DB09185,,0
DB16048,DB10947,,0
DB01533,DB03151,,0
DB10811,DB04747,,0
DB04342,DB04498,,0
DB12983,DB14885,,0
DB11857,DB08323,,0
DB05929,DB11920,,0
DB05025,DB12978,,0
DB01180,DB15058,,0
DB01005,DB12677,,0
DB12482,DB06685,,0
DB02300,DB06361,,0
DB05565,DB11255,,0
DB04473,DB03604,,0
DB07350,DB08883,,0
DB12863,DB06144,,0
DB05099,DB12526,,0
DB16702,DB12809,,0
DB10353,DB06194,,0
DB14025,DB13861,,0
DB12302,DB16221,,0
DB13828,DB14791,,0
DB13463,DB00722,,0
DB00597,DB14189,,0
DB10991,DB15443,,0
DB14818,DB04455,,0
DB10648,DB06140,,0
DB15580,DB01003,,0
DB05698,DB09138,,0
DB13031,DB01037,,0
DB15985,DB00206,,0
DB09285,DB06941,,0
DB11694,DB08822,,0
DB11102,DB15094,,0
DB11647,DB10310,,0
DB09160,DB09536,,0
DB08811,DB10520,,0
DB13687,DB13269,,0
DB05060,DB15241,,0
DB00387,DB11856,,0
DB13518,DB10860,,0
DB13963,DB16703,,0
DB01527,DB11899,,0
DB11775,DB13355,,0
DB00520,DB00190,,0
DB11719,DB09046,,0
DB13660,DB08868,,0
DB15281,DB14761,,0
DB03204,DB15477,,0
DB14596,DB00805,,0
DB04932,DB04713,,0
DB09198,DB11946,,0
DB01863,DB07650,,0
DB15594,DB11394,,0
DB00908,DB09568,,0
DB14781,DB05915,,0
DB04566,DB02261,,0
DB14752,DB12121,,0
DB16068,DB09188,,0
DB04979,DB05864,,0
DB08804,DB15419,,0
DB13753,DB13445,,0
DB00586,DB05339,,0
DB00229,DB15901,,0
DB12333,DB13107,,0
DB10719,DB00661,,0
DB01156,DB12379,,0
DB12374,DB09125,,0
DB07952,DB06712,,0
DB12487,DB01279,,0
DB02465,DB03868,,0
DB06673,DB05015,,0
DB02948,DB10441,,0
DB14750,DB03604,,0
DB11681,DB14387,,0
DB10739,DB12554,,0
DB14198,DB01191,,0
DB11810,DB13062,,0
DB13094,DB02959,,0
DB08168,DB10580,,0
DB03101,DB08167,,0
DB04961,DB04947,,0
DB04538,DB14882,,0
DB14767,DB11036,,0
DB01451,DB09312,,0
DB05820,DB02854,,0
DB03193,DB05009,,0
DB13470,DB09413,,0
DB06201,DB11877,,0
DB11090,DB15759,,0
DB05246,DB12189,,0
DB14674,DB11168,,0
DB06804,DB15293,,0
DB15153,DB15313,,0
DB02396,DB13817,,0
DB07331,DB01037,,0
DB10324,DB03610,,0
DB12632,DB13934,,0
DB14992,DB11854,,0
DB14802,DB15584,,0
DB01404,DB15084,,0
DB10343,DB10864,,0
DB01756,DB15077,,0
DB02066,DB15244,,0
DB12526,DB06588,,0
DB06788,DB04538,,0
DB14833,DB00149,,0
DB03909,DB11502,,0
DB06297,DB11746,,0
DB14587,DB13073,,0
DB03364,DB04519,,0
DB12510,DB03640,,0
DB04894,DB08297,,0
DB02074,DB14255,,0
DB09028,DB00889,,0
DB07635,DB00873,,0
DB10413,DB14370,,0
DB11674,DB00980,,0
DB02230,DB00798,,0
DB00087,DB12575,,0
DB13915,DB01609,,0
DB10850,DB14324,,0
DB14587,DB12794,,0
DB10461,DB08898,,0
DB12607,DB15379,,0
DB09179,DB10556,,0
DB13296,DB14261,,0
DB09056,DB15624,,0
DB14795,DB00843,,0
DB10828,DB14657,,0
DB15991,DB01274,,0
DB13856,DB12690,,0
DB14683,DB03688,,0
DB10449,DB12489,,0
DB01545,DB11141,,0
DB16000,DB15297,,0
DB03411,DB12387,,0
DB12017,DB00241,,0
DB00370,DB13231,,0
DB12519,DB10517,,0
DB09559,DB12743,,0
DB12368,DB00682,,0
DB04519,DB14526,,0
DB05178,DB10873,,0
DB05653,DB06112,,0
DB09005,DB00142,,0
DB12574,DB00962,,0
DB12495,DB13398,,0
DB01628,DB13997,,0
DB05312,DB15216,,0
DB14867,DB04411,,0
DB05219,DB10495,,0
DB08891,DB13656,,0
DB16628,DB05322,,0
DB04872,DB10853,,0
DB00830,DB10957,,0
DB11996,DB13767,,0
DB11800,DB11525,,0
DB11830,DB14975,,0
DB04572,DB01174,,0
DB08633,DB07930,,0
DB08895,DB12634,,0
DB10808,DB10941,,0
DB12352,DB05368,,0
DB06822,DB01251,,0
DB13603,DB15107,,0
DB02832,DB09193,,0
DB11960,DB00185,,0
DB00900,DB06659,,0
DB01168,DB00981,,0
DB15249,DB15452,,0
DB13832,DB02624,,0
DB13497,DB15354,,0
DB14469,DB14593,,0
DB13173,DB16230,,0
DB01441,DB04145,,0
DB12388,DB07951,,0
DB12611,DB05070,,0
DB09472,DB00345,,0
DB15178,DB13753,,0
DB00325,DB05724,,0
DB13701,DB14054,,0
DB05263,DB13672,,0
DB14221,DB07743,,0
DB05472,DB11074,,0
DB00603,DB09042,,0
DB00881,DB13980,,0
DB12363,DB03357,,0
DB15560,DB02315,,0
DB04506,DB12328,,0
DB06726,DB13106,,0
DB08918,DB00718,,0
DB05932,DB11031,,0
DB05110,DB11599,,0
DB15557,DB13799,,0
DB05045,DB03444,,0
DB05750,DB11941,,0
DB01298,DB05118,,0
DB13918,DB09103,,0
DB03937,DB04324,,0
DB13678,DB12212,,0
DB00268,DB13002,,0
DB15073,DB01717,,0
DB02399,DB00395,,0
DB14709,DB07155,,0
DB14884,DB13902,,0
DB12799,DB13201,,0
DB01165,DB12635,,0
DB14811,DB14960,,0
DB15694,DB11141,,0
DB13991,DB04573,,0
DB12461,DB12753,,0
DB13867,DB12734,,0
DB04228,DB15131,,0
DB12139,DB13824,,0
DB02129,DB00696,,0
DB01348,DB15012,,0
DB10836,DB00789,,0
DB12459,DB00543,,0
DB13520,DB03961,,0
DB10386,DB12302,,0
DB13431,DB04179,,0
DB13723,DB07891,,0
DB06825,DB14996,,0
DB14796,DB14342,,0
DB13198,DB10616,,0
DB13161,DB10933,,0
DB06739,DB06237,,0
DB10602,DB12804,,0
DB01629,DB05830,,0
DB05051,DB15234,,0
DB12066,DB09237,,0
DB05898,DB06243,,0
DB12888,DB00008,,0
DB13510,DB12841,,0
DB10276,DB08626,,0
DB14086,DB01200,,0
DB00641,DB13415,,0
DB14952,DB10822,,0
DB08544,DB08990,,0
DB15306,DB05432,,0
DB10694,DB01080,,0
DB00251,DB14796,,0
DB15581,DB14891,,0
DB12951,DB11968,,0
DB00489,DB14450,,0
DB15319,DB09050,,0
DB14447,DB12322,,0
DB12822,DB14892,,0
DB01123,DB03315,,0
DB00074,DB00326,,0
DB15498,DB14797,,0
DB00838,DB01004,,0
DB05136,DB00852,,0
DB09067,DB14189,,0
DB09258,DB01297,,0
DB13058,DB04975,,0
DB03550,DB01043,,0
DB10369,DB03404,,0
DB06864,DB06302,,0
DB06719,DB01100,,0
DB12787,DB04401,,0
DB09077,DB04826,,0
DB09092,DB03304,,0
DB01987,DB12879,,0
DB12458,DB00613,,0
DB03759,DB10925,,0
DB00418,DB15699,,0
DB07692,DB09124,,0
DB14969,DB14135,,0
DB14269,DB04714,,0
DB15024,DB03151,,0
DB14807,DB14758,,0
DB02340,DB13805,,0
DB06712,DB13930,,0
DB05652,DB14810,,0
DB10373,DB07615,,0
DB01307,DB10932,,0
DB00648,DB15398,,0
DB13608,DB10447,,0
DB08820,DB12288,,0
DB00854,DB01128,,0
DB11147,DB09178,,0
DB01207,DB11727,,0
DB06187,DB04036,,0
DB12161,DB16164,,0
DB04398,DB01917,,0
DB03953,DB12926,,0
DB05584,DB04214,,0
DB10545,DB13255,,0
DB14179,DB06647,,0
DB14367,DB14949,,0
DB02571,DB15508,,0
DB09213,DB14762,,0
DB00912,DB11935,,0
DB04778,DB14858,,0
DB09534,DB05767,,0
DB14962,DB06216,,0
DB05746,DB02951,,0
DB01299,DB15303,,0
DB01860,DB13073,,0
DB04222,DB15058,,0
DB05155,DB04948,,0
DB05202,DB13900,,0
DB13126,DB15434,,0
DB11014,DB07802,,0
DB15412,DB03826,,0
DB12777,DB15590,,0
DB12102,DB02557,,0
DB02969,DB15067,,0
DB09146,DB00933,,0
DB11702,DB13276,,0
DB02134,DB10446,,0
DB10501,DB00260,,0
DB10674,DB05050,,0
DB00282,DB06533,,0
DB06155,DB14596,,0
DB13240,DB15263,,0
DB13660,DB13047,,0
DB12037,DB13019,,0
DB14638,DB08986,,0
DB08798,DB06144,,0
DB07651,DB12803,,0
DB00998,DB12148,,0
DB00613,DB01746,,0
DB00952,DB00193,,0
DB00347,DB08550,,0
DB12021,DB00313,,0
DB12602,DB13232,,0
DB12453,DB01179,,0
DB09079,DB10964,,0
DB14121,DB14849,,0
DB13593,DB14794,,0
DB00672,DB04398,,0
DB12697,DB11776,,0
DB01354,DB08349,,0
DB10895,DB04911,,0
DB16629,DB14088,,0
DB14267,DB12608,,0
DB00426,DB11696,,0
DB06422,DB01263,,0
DB12733,DB11032,,0
DB13762,DB11126,,0
DB14329,DB10796,,0
DB15335,DB03610,,0
DB14508,DB01289,,0
DB15154,DB13744,,0
DB01339,DB08636,,0
DB00222,DB00566,,0
DB11148,DB08168,,0
DB01061,DB07701,,0
DB08814,DB14343,,0
DB16205,DB13319,,0
DB10828,DB11793,,0
DB14597,DB15026,,0
DB00080,DB13496,,0
DB12109,DB14593,,0
DB15400,DB13825,,0
DB13643,DB14916,,0
DB14891,DB12680,,0
DB05549,DB14951,,0
DB03026,DB00047,,0
DB06197,DB10989,,0
DB09067,DB08925,,0
DB13510,DB14295,,0
DB02758,DB14528,,0
DB11861,DB05399,,0
DB15571,DB13983,,0
DB00739,DB10562,,0
DB02693,DB12664,,0
DB03777,DB12451,,0
DB11479,DB15015,,0
DB00879,DB01175,,0
DB02749,DB00679,,0
DB11584,DB09395,,0
DB10882,DB11660,,0
DB11790,DB04499,,0
DB12191,DB11597,,0
DB04327,DB11129,,0
DB14439,DB06584,,0
DB12314,DB14449,,0
DB12702,DB09284,,0
DB13951,DB01919,,0
DB10438,DB09340,,0
DB11860,DB02712,,0
DB13032,DB02946,,0
DB13892,DB10539,,0
DB11873,DB04979,,0
DB14127,DB09169,,0
DB13316,DB10440,,0
DB00314,DB15665,,0
DB04844,DB06573,,0
DB08890,DB04308,,0
DB09057,DB11259,,0
DB11115,DB01495,,0
DB00373,DB08942,,0
DB13915,DB10535,,0
DB08880,DB13456,,0
DB15919,DB13416,,0
DB02867,DB00837,,0
DB05585,DB13571,,0
DB08399,DB13720,,0
DB08297,DB16163,,0
DB04762,DB15234,,0
DB11714,DB00562,,0
DB06266,DB05045,,0
DB11150,DB12655,,0
DB05811,DB05199,,0
DB10808,DB14801,,0
DB06439,DB12143,,0
DB04845,DB04419,,0
DB11878,DB12232,,0
DB14197,DB02434,,0
DB11710,DB13549,,0
DB01352,DB12996,,0
DB14343,DB01329,,0
DB16276,DB09209,,0
DB06090,DB13600,,0
DB05224,DB15150,,0
DB12821,DB15409,,0
DB01570,DB00944,,0
DB12841,DB12674,,0
DB04794,DB11171,,0
DB01944,DB05387,,0
DB00606,DB01280,,0
DB05186,DB01987,,0
DB06014,DB13625,,0
DB00674,DB11428,,0
DB12819,DB04291,,0
DB08089,DB12626,,0
DB05433,DB12522,,0
DB12804,DB13358,,0
DB04834,DB11365,,0
DB04233,DB10340,,0
DB12920,DB13916,,0
DB10650,DB05051,,0
DB03619,DB06224,,0
DB07992,DB10678,,0
DB04113,DB12813,,0
DB13571,DB08319,,0
DB12549,DB13437,,0
DB04214,DB10478,,0
DB05869,DB00470,,0
DB12963,DB02563,,0
DB13488,DB00159,,0
DB10612,DB15161,,0
DB15413,DB13840,,0
DB02343,DB15559,,0
DB14000,DB12152,,0
DB00814,DB14809,,0
DB11874,DB02209,,0
DB08604,DB15130,,0
DB08997,DB09415,,0
DB15042,DB10979,,0
DB01603,DB12849,,0
DB00235,DB04725,,0
DB12695,DB01146,,0
DB12826,DB06728,,0
DB00490,DB12795,,0
DB10376,DB01247,,0
DB05312,DB12236,,0
DB13817,DB12971,,0
DB10366,DB12342,,0
DB08876,DB00423,,0
DB02609,DB06550,,0
DB15960,DB11847,,0
DB06149,DB10446,,0
DB04576,DB09397,,0
DB00207,DB16083,,0
DB02467,DB01099,,0
DB08999,DB06460,,0
DB04381,DB11624,,0
DB09287,DB02659,,0
DB09087,DB05025,,0
DB10761,DB00235,,0
DB11685,DB13236,,0
DB06090,DB01283,,0
DB00749,DB06663,,0
DB15504,DB16005,,0
DB06579,DB05553,,0
DB02921,DB00306,,0
DB04408,DB14768,,0
DB12109,DB10503,,0
DB01099,DB13592,,0
DB12739,DB12966,,0
DB08080,DB10896,,0
DB10821,DB09319,,0
DB14924,DB11653,,0
DB12160,DB14936,,0
DB09113,DB01017,,0
DB08940,DB12515,,0
DB04312,DB11525,,0
DB06163,DB14383,,0
DB10331,DB02380,,0
DB02079,DB12604,,0
DB14785,DB06143,,0
DB13025,DB14126,,0
DB14961,DB01601,,0
DB14282,DB10390,,0
DB03953,DB05451,,0
DB15294,DB04036,,0
DB00018,DB02518,,0
DB11629,DB13952,,0
DB11995,DB06600,,0
DB04887,DB11309,,0
DB10312,DB13049,,0
DB01486,DB06817,,0
DB04706,DB00823,,0
DB09311,DB11365,,0
DB14165,DB07338,,0
DB12261,DB10464,,0
DB03793,DB06894,,0
DB05337,DB10291,,0
DB15411,DB03088,,0
DB14295,DB09112,,0
DB00520,DB14031,,0
DB13284,DB06824,,0
DB04705,DB06612,,0
DB13368,DB09009,,0
DB06592,DB04997,,0
DB04917,DB14367,,0
DB14560,DB04510,,0
DB10937,DB01472,,0
DB03410,DB11140,,0
DB01930,DB05785,,0
DB11773,DB05426,,0
DB00481,DB13907,,0
DB01123,DB01181,,0
DB08797,DB10887,,0
DB12601,DB01995,,0
DB15149,DB08901,,0
DB12417,DB10639,,0
DB14923,DB00536,,0
DB12752,DB09185,,0
DB16004,DB10607,,0
DB10677,DB10819,,0
DB13672,DB14264,,0
DB12886,DB05652,,0
DB13484,DB13034,,0
DB10464,DB00115,,0
DB05599,DB10457,,0
DB08921,DB07238,,0
DB12511,DB01347,,0
DB01275,DB00011,,0
DB07621,DB06013,,0
DB01432,DB09135,,0
DB04882,DB13208,,0
DB06217,DB06276,,0
DB15218,DB08893,,0
DB11628,DB08989,,0
DB10962,DB15123,,0
DB11490,DB13652,,0
DB10614,DB10317,,0
DB14726,DB08961,,0
DB05346,DB01356,,0
DB12956,DB10467,,0
DB12101,DB01568,,0
DB14139,DB06040,,0
DB11482,DB07640,,0
DB07052,DB15330,,0
DB05442,DB10849,,0
DB00106,DB02758,,0
DB12825,DB12626,,0
DB16288,DB02638,,0
DB08618,DB09228,,0
DB08009,DB11060,,0
DB10464,DB09098,,0
DB03462,DB10581,,0
DB11463,DB11877,,0
DB13852,DB03594,,0
DB11477,DB03215,,0
DB14141,DB13073,,0
DB13921,DB13956,,0
DB05930,DB06399,,0
DB13600,DB12938,,0
DB09205,DB10997,,0
DB14356,DB11395,,0
DB08911,DB05860,,0
DB02966,DB15614,,0
DB10731,DB03450,,0
DB12581,DB14920,,0
DB12109,DB03497,,0
DB15268,DB10423,,0
DB00058,DB03205,,0
DB15088,DB13406,,0
DB09409,DB11356,,0
DB10904,DB11461,,0
DB12153,DB06727,,0
DB01796,DB14194,,0
DB06779,DB02776,,0
DB15310,DB05580,,0
DB14457,DB04277,,0
DB10647,DB11133,,0
DB10900,DB14125,,0
DB04883,DB13882,,0
DB15294,DB02721,,0
DB03048,DB09291,,0
DB04487,DB05924,,0
DB15990,DB02334,,0
DB03761,DB12169,,0
DB05000,DB11095,,0
DB00829,DB00181,,0
DB05147,DB12592,,0
DB14296,DB05146,,0
DB05513,DB05992,,0
DB10801,DB14112,,0
DB01294,DB14709,,0
DB06761,DB14948,,0
DB03716,DB14782,,0
DB15201,DB01608,,0
DB04973,DB11373,,0
DB11899,DB00959,,0
DB10614,DB06988,,0
DB13152,DB16005,,0
DB14593,DB10632,,0
DB04380,DB09260,,0
DB13484,DB00030,,0
DB04072,DB10551,,0
DB12668,DB13413,,0
DB14198,DB03781,,0
DB12769,DB07457,,0
DB00611,DB12662,,0
DB12869,DB06271,,0
DB00280,DB13598,,0
DB12301,DB05032,,0
DB11730,DB14823,,0
DB12099,DB00440,,0
DB15766,DB00985,,0
DB15152,DB11683,,0
DB13376,DB01303,,0
DB13592,DB15985,,0
DB02809,DB11876,,0
DB13855,DB06645,,0
DB11112,DB12637,,0
DB14908,DB14739,,0
DB00684,DB15467,,0
DB05625,DB13320,,0
DB13316,DB13119,,0
DB13991,DB10744,,0
DB10409,DB05553,,0
DB06071,DB12670,,0
DB10981,DB09168,,0
DB01223,DB05391,,0
DB00078,DB00272,,0
DB11735,DB12628,,0
DB12831,DB10719,,0
DB13724,DB13355,,0
DB12847,DB04233,,0
DB02520,DB13252,,0
DB11920,DB00094,,0
DB10674,DB06174,,0
DB04992,DB13309,,0
DB15614,DB04950,,0
DB10513,DB09247,,0
DB00709,DB01066,,0
DB14833,DB13998,,0
DB11072,DB00452,,0
DB12655,DB05642,,0
DB10831,DB14423,,0
DB08766,DB16416,,0
DB01133,DB12851,,0
DB13151,DB13909,,0
DB15583,DB14635,,0
DB09285,DB05033,,0
DB05714,DB00622,,0
DB11208,DB07952,,0
DB11059,DB13992,,0
DB12718,DB10566,,0
DB13940,DB09344,,0
DB12616,DB12224,,0
DB01271,DB06148,,0
DB14499,DB05718,,0
DB04065,DB02899,,0
DB14865,DB08297,,0
DB06485,DB10314,,0
DB10803,DB04419,,0
DB15199,DB14193,,0
DB12948,DB10733,,0
DB15665,DB00214,,0
DB04352,DB15413,,0
DB13247,DB04835,,0
DB14569,DB04729,,0
DB06371,DB14026,,0
DB04256,DB08667,,0
DB13687,DB15298,,0
DB06608,DB12750,,0
DB06307,DB11237,,0
DB05398,DB11467,,0
DB00926,DB15550,,0
DB03608,DB12893,,0
DB04365,DB02772,,0
DB12761,DB12454,,0
DB00961,DB00146,,0
DB01625,DB01547,,0
DB14799,DB02821,,0
DB11150,DB15984,,0
DB04960,DB05185,,0
DB09249,DB03184,,0
DB00567,DB10551,,0
DB04991,DB05545,,0
DB12556,DB00847,,0
DB12458,DB12812,,0
DB05196,DB08824,,0
DB10831,DB11442,,0
DB15334,DB09001,,0
DB10984,DB01487,,0
DB02335,DB11610,,0
DB06273,DB11029,,0
DB15624,DB13175,,0
DB01057,DB14669,,0
DB11626,DB00551,,0
DB14731,DB06630,,0
DB02142,DB04277,,0
DB12539,DB12797,,0
DB12332,DB12258,,0
DB14695,DB15128,,0
DB11841,DB06867,,0
DB13619,DB00923,,0
DB00247,DB12765,,0
DB08813,DB05753,,0
DB01320,DB05093,,0
DB15212,DB10377,,0
DB02034,DB10362,,0
DB10979,DB08437,,0
DB12963,DB12125,,0
DB00954,DB06838,,0
DB05498,DB03266,,0
DB09266,DB01193,,0
DB09132,DB14416,,0
DB09111,DB05768,,0
DB03793,DB12938,,0
DB12975,DB02178,,0
DB09409,DB12492,,0
DB07795,DB12140,,0
DB01774,DB05172,,0
DB05183,DB13620,,0
DB10557,DB02236,,0
DB01285,DB08830,,0
DB14377,DB13075,,0
DB05282,DB13628,,0
DB02224,DB09216,,0
DB12277,DB00670,,0
DB10383,DB03056,,0
DB11735,DB12156,,0
DB06281,DB07558,,0
DB12429,DB05103,,0
DB00478,DB05738,,0
DB12413,DB01694,,0
DB12157,DB09315,,0
DB11362,DB06512,,0
DB14190,DB14397,,0
DB15081,DB12680,,0
DB10721,DB14882,,0
DB06245,DB15225,,0
DB14990,DB06789,,0
DB09201,DB00042,,0
DB13392,DB03976,,0
DB14027,DB11892,,0
DB05189,DB14025,,0
DB10952,DB11087,,0
DB06678,DB08802,,0
DB06239,DB13420,,0
DB01411,DB11708,,0
DB02302,DB12317,,0
DB07517,DB12741,,0
DB08875,DB00107,,0
DB12328,DB00308,,0
DB15192,DB16085,,0
DB02496,DB15153,,0
DB00824,DB15488,,0
DB02817,DB00321,,0
DB01549,DB00680,,0
DB03953,DB06140,,0
DB02772,DB01059,,0
DB06402,DB14985,,0
DB01117,DB06423,,0
DB04519,DB15345,,0
DB09057,DB01107,,0
DB01485,DB09328,,0
DB07268,DB06263,,0
DB16403,DB14972,,0
DB00911,DB01370,,0
DB00244,DB15034,,0
DB04825,DB12013,,0
DB13724,DB00366,,0
DB00512,DB14746,,0
DB04203,DB08937,,0
DB12958,DB14608,,0
DB04837,DB12938,,0
DB00503,DB11657,,0
DB01524,DB13770,,0
DB09116,DB04346,,0
DB05667,DB16119,,0
DB00347,DB12457,,0
DB01910,DB01110,,0
DB14311,DB05841,,0
DB11459,DB09351,,0
DB01364,DB06518,,0
DB07447,DB02458,,0
DB07702,DB00578,,0
DB11745,DB08382,,0
DB05184,DB16702,,0
DB06091,DB14609,,0
DB11900,DB06630,,0
DB12686,DB12753,,0
DB10852,DB12624,,0
DB11159,DB11806,,0
DB01526,DB04349,,0
DB11864,DB11673,,0
DB12751,DB01145,,0
DB02534,DB05498,,0
DB11916,DB00076,,0
DB12741,DB08922,,0
DB12786,DB09012,,0
DB11047,DB04129,,0
DB16629,DB02029,,0
DB10394,DB12975,,0
DB15086,DB10773,,0
DB06176,DB00335,,0
DB05149,DB13558,,0
DB08876,DB02403,,0
DB10890,DB09072,,0
DB10770,DB14633,,0
DB00916,DB06436,,0
DB11834,DB02743,,0
DB01090,DB15231,,0
DB01609,DB08632,,0
DB10583,DB11387,,0
DB01094,DB01500,,0
DB12666,DB12804,,0
DB15565,DB14942,,0
DB11426,DB04865,,0
DB10545,DB09567,,0
DB11970,DB01555,,0
DB11607,DB03606,,0
DB05073,DB01422,,0
DB14716,DB08888,,0
DB00811,DB00150,,0
DB14061,DB06198,,0
DB16561,DB13290,,0
DB11750,DB00588,,0
DB09317,DB11558,,0
DB02289,DB15123,,0
DB00454,DB14583,,0
DB12521,DB14135,,0
DB11179,DB11903,,0
DB05161,DB08022,,0
DB02751,DB11335,,0
DB10789,DB13924,,0
DB12969,DB08486,,0
DB00876,DB05024,,0
DB08634,DB11879,,0
DB15066,DB15172,,0
DB10344,DB06152,,0
DB11906,DB02550,,0
DB09568,DB04959,,0
DB10948,DB05384,,0
DB14100,DB01193,,0
DB11609,DB08805,,0
DB06608,DB13841,,0
DB01930,DB09009,,0
DB13794,DB15137,,0
DB02016,DB09446,,0
DB06548,DB00759,,0
DB04540,DB13127,,0
DB00289,DB07915,,0
DB04455,DB06764,,0
DB07859,DB09250,,0
DB13983,DB13954,,0
DB12722,DB11088,,0
DB06206,DB11125,,0
DB09135,DB14374,,0
DB10765,DB09002,,0
DB09104,DB10440,,0
DB15627,DB11105,,0
DB02327,DB10766,,0
DB15579,DB11628,,0
DB03470,DB00606,,0
DB00953,DB13951,,0
DB10546,DB01175,,0
DB14031,DB08741,,0
DB11282,DB14394,,0
DB15446,DB01475,,0
DB00025,DB14044,,0
DB09051,DB11134,,0
DB01917,DB10600,,0
DB00888,DB01960,,0
DB09006,DB06813,,0
DB03847,DB13363,,0
DB12699,DB11387,,0
DB10429,DB15041,,0
DB05590,DB09138,,0
DB12285,DB05765,,0
DB06419,DB01536,,0
DB06462,DB09280,,0
DB14847,DB13896,,0
DB12122,DB11872,,0
DB08905,DB00680,,0
DB13297,DB03601,,0
DB11992,DB10302,,0
DB01818,DB11926,,0
DB00609,DB14169,,0
DB00113,DB11920,,0
DB11338,DB04933,,0
DB09047,DB03493,,0
DB00596,DB01328,,0
DB15624,DB10456,,0
DB14470,DB01555,,0
DB15072,DB10817,,0
DB14156,DB11125,,0
DB01322,DB07863,,0
DB14774,DB04474,,0
DB00332,DB15025,,0
DB15273,DB06823,,0
DB05377,DB12442,,0
DB02041,DB15244,,0
DB07859,DB10482,,0
DB15300,DB05839,,0
DB01215,DB15558,,0
DB07863,DB03382,,0
DB00982,DB09066,,0
DB10754,DB02587,,0
DB10351,DB12867,,0
DB13182,DB09177,,0
DB01528,DB14502,,0
DB01332,DB02643,,0
DB06346,DB13675,,0
DB03652,DB12080,,0
DB02788,DB08553,,0
DB05779,DB11185,,0
DB02910,DB01962,,0
DB02622,DB10647,,0
DB03612,DB11814,,0
DB00122,DB11710,,0
DB13947,DB11294,,0
