DBID1,DBID2,label
DB09321,DB00595,1
DB09321,DB00595,0
DB00595,DB00595,0
DB00169,DB00900,0
DB00169,DB00595,1
DB00169,DB00595,0
DB00900,DB00595,1
DB00900,DB00595,0
DB00595,DB00595,0
DB01320,DB00273,0
DB01320,DB00759,0
DB00273,DB00759,0
DB00458,DB00472,1
DB00472,DB00472,0
DB00540,DB00122,1
DB04840,DB00458,0
DB00458,DB00458,0
DB00458,DB00458,0
DB00458,DB00458,1
DB00458,DB01228,1
DB00458,DB01228,0
DB00349,DB00776,1
DB00776,DB00783,0
DB00518,DB00349,0
DB00518,DB00518,0
DB00783,DB00518,0
DB00518,DB00518,1
DB00518,DB00783,0
DB00518,DB00783,0
DB00518,DB00381,1
DB01229,DB01229,0
DB01229,DB01229,0
DB01229,DB01229,0
DB01229,DB01108,0
DB00900,DB00811,0
DB00900,DB00900,0
DB00811,DB00900,1
DB00548,DB00548,0
DB00548,DB00548,0
DB00548,DB00548,0
DB01339,DB01339,0
DB01232,DB01232,0
DB01232,DB01232,0
DB01232,DB00503,0
DB01118,DB01244,0
DB00320,DB00353,0
DB00320,DB00353,0
DB00320,DB00602,0
DB00353,DB00353,0
DB00353,DB00602,0
DB00353,DB00602,0
DB00381,DB00495,0
DB01232,DB01232,0
DB00250,DB00548,0
DB00250,DB01118,0
DB00250,DB00813,0
DB00250,DB00404,0
DB00250,DB09096,0
DB00548,DB01118,0
DB00548,DB00813,0
DB00548,DB00404,0
DB00548,DB09096,0
DB01118,DB00813,0
DB01118,DB00404,0
DB01118,DB09096,0
DB00813,DB00404,0
DB00813,DB09096,0
DB00404,DB09096,0
DB00621,DB06412,0
DB00621,DB06412,0
DB00621,DB06718,0
DB00621,DB06718,0
DB06412,DB06412,0
DB06412,DB06718,0
DB06412,DB06718,0
DB06412,DB06718,0
DB06412,DB06718,0
DB06718,DB06718,0
DB00262,DB00262,0
DB00694,DB00694,0
DB00822,DB00822,0
DB00313,DB00313,0
DB01611,DB01611,0
DB01033,DB01033,0
DB06800,DB00704,0
DB01063,DB01063,0
DB01063,DB00477,0
DB01063,DB00207,0
DB01063,DB00933,0
DB01063,DB01511,0
DB01063,DB00207,0
DB01063,DB00850,0
DB01063,DB00433,0
DB01063,DB00433,0
DB01063,DB01614,0
DB01063,DB00420,0
DB01063,DB01511,0
DB01063,DB08867,0
DB01063,DB00207,0
DB01063,DB00508,0
DB01063,DB00508,0
DB01063,DB00420,0
DB01063,DB00477,0
DB01063,DB00207,0
DB01063,DB00933,0
DB01063,DB01511,0
DB01063,DB00207,0
DB01063,DB00850,0
DB01063,DB00433,0
DB01063,DB00433,0
DB01063,DB01614,0
DB01063,DB00420,0
DB01063,DB01511,0
DB01063,DB08867,0
DB01063,DB00207,0
DB01063,DB00508,0
DB01063,DB00508,0
DB01063,DB00420,0
DB00477,DB00207,0
DB00477,DB00933,0
DB00477,DB01511,0
DB00477,DB00207,0
DB00477,DB00850,0
DB00477,DB00433,0
DB00477,DB00433,0
DB00477,DB01614,0
DB00477,DB00420,0
DB00477,DB01511,0
DB00477,DB08867,0
DB00477,DB00207,0
DB00477,DB00508,0
DB00477,DB00508,0
DB00477,DB00420,0
DB00207,DB00933,0
DB00207,DB01511,0
DB00207,DB00207,0
DB00207,DB00850,0
DB00207,DB00433,0
DB00207,DB00433,0
DB00207,DB01614,0
DB00207,DB00420,0
DB00207,DB01511,0
DB00207,DB08867,0
DB00207,DB00207,0
DB00207,DB00508,0
DB00207,DB00508,0
DB00207,DB00420,0
DB00933,DB01511,0
DB00933,DB00207,0
DB00933,DB00850,0
DB00933,DB00433,0
DB00933,DB00433,0
DB00933,DB01614,0
DB00933,DB00420,0
DB00933,DB01511,0
DB00933,DB08867,0
DB00933,DB00207,0
DB00933,DB00508,0
DB00933,DB00508,0
DB00933,DB00420,0
DB01511,DB00207,0
DB01511,DB00850,0
DB01511,DB00433,0
DB01511,DB00433,0
DB01511,DB01614,0
DB01511,DB00420,0
DB01511,DB01511,0
DB01511,DB08867,0
DB01511,DB00207,0
DB01511,DB00508,0
DB01511,DB00508,0
DB01511,DB00420,0
DB00207,DB00850,0
DB00207,DB00433,0
DB00207,DB00433,0
DB00207,DB01614,0
DB00207,DB00420,0
DB00207,DB01511,0
DB00207,DB08867,0
DB00207,DB00207,0
DB00207,DB00508,0
DB00207,DB00508,0
DB00207,DB00420,0
DB00850,DB00433,0
DB00850,DB00433,0
DB00850,DB01614,0
DB00850,DB00420,0
DB00850,DB01511,0
DB00850,DB08867,0
DB00850,DB00207,0
DB00850,DB00508,0
DB00850,DB00508,0
DB00850,DB00420,0
DB00433,DB00433,0
DB00433,DB01614,0
DB00433,DB00420,0
DB00433,DB01511,0
DB00433,DB08867,0
DB00433,DB00207,0
DB00433,DB00508,0
DB00433,DB00508,0
DB00433,DB00420,0
DB00433,DB01614,0
DB00433,DB00420,0
DB00433,DB01511,0
DB00433,DB08867,0
DB00433,DB00207,0
DB00433,DB00508,0
DB00433,DB00508,0
DB00433,DB00420,0
DB01614,DB00420,0
DB01614,DB01511,0
DB01614,DB08867,0
DB01614,DB00207,0
DB01614,DB00508,0
DB01614,DB00508,0
DB01614,DB00420,0
DB00420,DB01511,0
DB00420,DB08867,0
DB00420,DB00207,0
DB00420,DB00508,0
DB00420,DB00508,0
DB00420,DB00420,0
DB01511,DB08867,0
DB01511,DB00207,0
DB01511,DB00508,0
DB01511,DB00508,0
DB01511,DB00420,0
DB08867,DB00207,0
DB08867,DB00508,0
DB08867,DB00508,0
DB08867,DB00420,0
DB00207,DB00508,0
DB00207,DB00508,0
DB00207,DB00420,0
DB00508,DB00508,0
DB00508,DB00420,0
DB00508,DB00420,0
DB06810,DB06810,0
DB00313,DB00381,0
DB00313,DB00891,0
DB00381,DB00891,0
DB00551,DB00551,0
DB00614,DB00614,0
DB00698,DB00698,0
DB00548,DB01022,0
DB00548,DB00891,0
DB01022,DB00891,0
DB00754,DB00754,0
DB00563,DB00891,0
DB00518,DB00891,0
DB01320,DB00891,0
DB00906,DB00349,0
DB00906,DB00441,0
DB00906,DB00441,0
DB00441,DB00441,0
DB00441,DB00441,0
DB00441,DB00441,0
DB00906,DB00441,0
DB00906,DB00441,0
DB00441,DB00441,0
DB00898,DB09096,0
DB00898,DB09096,0
DB00898,DB00441,0
DB09096,DB09096,0
DB09096,DB00441,0
DB09096,DB00441,0
DB00898,DB00441,0
DB00441,DB00898,0
DB00898,DB09096,0
DB00898,DB00441,1
DB09096,DB00441,1
DB00783,DB00441,0
DB00783,DB00783,0
DB00441,DB00783,0
DB01435,DB01435,0
DB01435,DB00441,0
DB01435,DB00441,0
DB00906,DB00441,0
DB00338,DB00338,0
DB00783,DB00977,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB00778,DB01511,1
DB00778,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB00224,DB01511,1
DB00224,DB01511,0
DB00224,DB01511,0
DB00224,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB00503,DB01511,1
DB00503,DB01511,0
DB00503,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB00503,DB01511,1
DB01511,DB00518,0
DB01511,DB01511,0
DB01511,DB00741,0
DB01511,DB01511,0
DB00706,DB01511,0
DB00706,DB00706,0
DB01511,DB00706,1
DB01511,DB00706,1
DB00503,DB01511,0
DB00898,DB00898,0
DB00898,DB01511,0
DB00898,DB01511,0
DB01511,DB00898,0
DB01511,DB00898,0
DB00898,DB00898,0
DB00495,DB00943,0
DB00943,DB00495,1
DB00900,DB00943,0
DB00548,DB00943,0
DB00943,DB00943,0
DB00943,DB00495,0
DB00943,DB00943,0
DB00943,DB00495,0
DB00943,DB00943,0
DB00495,DB00943,0
DB01232,DB00943,0
DB01232,DB00495,0
DB00943,DB00495,0
DB00495,DB00250,0
DB00495,DB00822,0
DB00495,DB00609,0
DB00495,DB01437,0
DB00495,DB00698,0
DB00250,DB00822,0
DB00250,DB00609,0
DB00250,DB01437,0
DB00250,DB00698,0
DB00822,DB00609,0
DB00822,DB01437,0
DB00822,DB00698,0
DB00609,DB01437,0
DB00609,DB00698,0
DB01437,DB00698,0
DB00943,DB00900,1
DB00548,DB00943,0
DB00548,DB00943,1
DB00548,DB00943,1
DB00749,DB00548,0
DB00749,DB00749,0
DB00749,DB00548,0
DB00749,DB00943,0
DB00749,DB00943,0
DB00548,DB00749,0
DB00548,DB00548,0
DB00548,DB00943,0
DB00548,DB00943,0
DB00749,DB00548,0
DB00749,DB00943,1
DB00749,DB00943,1
DB00548,DB00943,1
DB00548,DB00943,1
DB00943,DB00943,0
DB00943,DB00943,0
DB00943,DB00943,0
DB01378,DB06148,0
DB01378,DB00943,0
DB01378,DB01370,0
DB06148,DB00943,0
DB06148,DB01370,0
DB00943,DB01370,0
DB00943,DB01370,1
DB00548,DB00943,0
DB00898,DB00962,0
DB00898,DB00898,0
DB00898,DB00898,0
DB00898,DB00898,0
DB00962,DB00898,1
DB00962,DB00898,0
DB00962,DB00898,0
DB00898,DB00898,0
DB00898,DB00898,0
DB00898,DB00898,0
DB00962,DB00898,0
DB01233,DB00962,0
DB00962,DB00962,0
DB00207,DB00962,0
DB00285,DB00962,0
DB00285,DB00285,0
DB00285,DB00962,0
DB00285,DB00285,0
DB00962,DB00285,0
DB00962,DB00962,0
DB00962,DB00285,0
DB00285,DB00962,0
DB00285,DB00285,0
DB00962,DB00285,0
DB00962,DB00285,0
DB00207,DB00962,0
DB00207,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00962,DB00962,0
DB00595,DB00595,0
DB00595,DB00467,0
DB00595,DB00467,0
DB00781,DB00781,0
DB01431,DB00936,0
DB01431,DB09389,0
DB00936,DB09389,0
DB00927,DB00781,0
DB00781,DB00819,0
DB00781,DB00595,0
DB00819,DB00595,0
DB00898,DB01452,0
DB09321,DB09321,0
DB01260,DB00898,0
DB01260,DB01260,0
DB01086,DB00898,0
DB09154,DB01437,0
DB00518,DB00670,0
DB00328,DB02709,0
DB00668,DB02709,0
DB02709,DB02709,0
DB00900,DB00900,0
DB00224,DB00900,1
DB00661,DB01438,0
DB00458,DB00458,0
DB04930,DB00548,1
DB00548,DB04930,1
DB04930,DB00548,1
DB00595,DB00595,0
DB01511,DB00704,0
DB00531,DB00495,0
DB00531,DB00531,0
DB00531,DB00495,0
DB00531,DB00495,0
DB00495,DB01050,0
DB00458,DB00381,1
DB01233,DB01171,0
DB01233,DB01068,0
DB01171,DB01068,0
DB01233,DB01068,0
DB00472,DB01171,0
DB00555,DB01174,0
DB01114,DB00781,0
DB01114,DB00781,0
DB00701,DB00701,0
DB00701,DB00615,1
DB00701,DB00701,0
DB00701,DB00615,1
DB00609,DB00199,0
DB00609,DB00742,0
DB00609,DB00199,0
DB00609,DB00199,0
DB00609,DB00199,0
DB00609,DB00742,0
DB00199,DB00742,0
DB00742,DB00609,0
DB00742,DB00199,0
DB00742,DB00742,0
DB00609,DB00199,0
DB00609,DB00742,0
DB00199,DB00742,0
DB00742,DB00199,0
DB00742,DB00742,0
DB00199,DB00742,0
DB00609,DB00199,0
DB00742,DB00742,0
DB00742,DB00609,0
DB00742,DB00609,0
DB00343,DB00343,0
DB01124,DB01124,0
DB01124,DB01124,0
DB01590,DB00091,0
DB01224,DB01224,0
DB01224,DB00518,0
DB01224,DB00518,0
DB00685,DB06774,1
DB00396,DB00668,0
DB00396,DB00668,0
DB00668,DB00396,0
DB00668,DB00396,0
DB00396,DB00396,0
DB01110,DB01110,0
DB00363,DB00381,0
DB00363,DB00734,0
DB00363,DB00363,0
DB00363,DB00734,0
DB00734,DB00363,0
DB00734,DB00734,0
DB00363,DB00734,0
DB00734,DB00363,0
DB00363,DB00734,0
DB00363,DB00734,0
DB00363,DB00363,0
DB00363,DB00734,0
DB00363,DB00670,0
DB00363,DB00734,0
DB00670,DB00734,0
DB00363,DB00734,0
DB00363,DB00363,0
DB00734,DB00363,0
DB00734,DB00363,0
DB00363,DB00734,0
DB00734,DB00363,0
DB01050,DB00495,0
DB01050,DB00495,0
DB01050,DB00636,0
DB00495,DB00636,0
DB00625,DB00238,0
DB00625,DB00238,0
DB00625,DB00636,0
DB00625,DB00238,0
DB00625,DB00625,0
DB00238,DB00636,0
DB00238,DB00238,0
DB00238,DB00625,0
DB00636,DB00238,0
DB00636,DB00625,0
DB00238,DB00625,0
DB00238,DB00636,0
DB00736,DB00182,0
DB00813,DB00518,0
DB00518,DB01092,0
DB00518,DB01092,0
DB00518,DB00813,0
DB01092,DB01092,0
DB01092,DB00813,0
DB01092,DB00813,0
DB01092,DB00813,1
DB01092,DB01511,0
DB00813,DB01511,0
DB00475,DB01086,0
DB00548,DB11079,0
DB00548,DB11079,0
DB11079,DB11079,0
DB01173,DB00548,0
DB01173,DB00548,0
DB00548,DB00548,0
DB01050,DB00548,0
DB01050,DB00548,0
DB00548,DB00548,0
DB01511,DB00714,0
DB01511,DB00714,0
DB00714,DB00714,0
DB01092,DB00518,0
DB01092,DB00548,1
DB01092,DB01092,0
DB00916,DB01511,0
DB00916,DB01511,0
DB00916,DB01511,1
DB00916,DB00916,0
DB00916,DB01511,0
DB01511,DB00916,0
DB01511,DB01511,0
DB00916,DB01511,1
DB00916,DB01511,1
DB00916,DB01511,0
DB00916,DB01511,0
DB01511,DB01511,0
DB09462,DB00182,0
DB00736,DB00982,0
DB01452,DB00548,0
DB01206,DB01206,0
DB00736,DB00927,0
DB00898,DB00898,0
DB00639,DB00898,1
DB00898,DB00898,0
DB00898,DB00981,0
DB00981,DB00898,1
DB00981,DB00898,1
DB00898,DB00898,0
DB00245,DB00898,0
DB00822,DB00898,0
DB00822,DB00898,0
DB00898,DB00822,1
DB00898,DB00898,0
DB00822,DB00898,0
DB00898,DB00898,0
DB00898,DB00898,0
DB01511,DB00518,1
DB01511,DB09256,1
DB00518,DB09256,0
DB01511,DB00518,0
DB01511,DB00548,0
DB01511,DB09256,0
DB00518,DB00548,0
DB00518,DB09256,0
DB00548,DB09256,0
DB01511,DB00518,1
DB01511,DB09256,1
DB01511,DB09256,1
DB06782,DB01592,1
DB06782,DB01592,0
DB06782,DB00671,0
DB01592,DB00671,0
DB06782,DB06782,0
DB01592,DB06782,1
DB01592,DB06782,1
DB06782,DB06782,0
DB00671,DB00671,0
DB00671,DB06782,1
DB00671,DB06782,0
DB01592,DB06782,1
DB06782,DB01592,0
DB06782,DB06782,0
DB06782,DB01592,0
DB01592,DB06782,0
DB01592,DB01592,0
DB06782,DB01592,0
DB01592,DB00671,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01511,DB01511,0
DB01108,DB00531,0
DB00898,DB00898,0
DB00169,DB00548,0
DB00675,DB00683,0
DB01511,DB00548,0
DB00231,DB00898,1
DB00231,DB00898,1
