label,DBID1,DBID2
0,DB00640,DB01254
0,DB01222,DB08816
0,DB00963,DB01050
0,DB00595,DB14509
0,DB00175,DB04845
0,DB06710,DB08870
0,DB00976,DB09098
0,DB00630,DB11110
0,DB00366,DB00370
0,DB00783,DB00795
0,DB00266,DB01083
0,DB01030,DB12332
1,DB00199,DB00701
0,DB00222,DB01050
1,DB00285,DB08947
0,DB00467,DB01248
0,DB00889,DB06414
1,DB00281,DB00701
0,DB06168,DB09123
0,DB00186,DB01377
0,DB01203,DB06663
0,DB00631,DB04865
0,DB00514,DB00599
0,DB08901,DB08938
0,DB00871,DB15478
0,DB01281,DB05679
0,DB00705,DB01390
0,DB00243,DB00877
0,DB00197,DB08869
0,DB00418,DB11581
0,DB01069,DB08909
0,DB00601,DB01114
0,DB00095,DB04868
0,DB00206,DB01124
0,DB00182,DB00482
1,DB00091,DB01609
1,DB11978,DB12095
0,DB00881,DB11130
0,DB08881,DB11057
0,DB00405,DB00601
1,DB01211,DB11730
0,DB06414,DB06589
0,DB00227,DB08912
0,DB00631,DB01076
0,DB00222,DB06203
1,DB00503,DB06605
1,DB01323,DB12001
1,DB00407,DB00682
0,DB00046,DB00574
0,DB00806,DB08880
0,DB11186,DB11915
0,DB00989,DB08875
1,DB01211,DB06288
0,DB08895,DB08913
0,DB00427,DB06691
0,DB01591,DB12245
1,DB00078,DB00784
0,DB09053,DB14783
0,DB00956,DB01202
0,DB00052,DB08912
0,DB05239,DB06201
0,DB06724,DB13257
0,DB05109,DB16594
1,DB00582,DB00877
0,DB00752,DB01069
1,DB00041,DB00570
0,DB00695,DB09472
0,DB00332,DB11855
0,DB00086,DB00513
0,DB01574,DB01611
0,DB00024,DB09043
1,DB00199,DB00539
1,DB01030,DB08904
0,DB00105,DB00631
0,DB00060,DB01609
0,DB00073,DB09074
0,DB00687,DB01337
1,DB00514,DB00780
0,DB01156,DB01320
0,DB00006,DB00476
0,DB00958,DB01155
0,DB00092,DB00531
0,DB00091,DB01764
1,DB00011,DB11817
0,DB00496,DB12332
1,DB00867,DB05294
0,DB00266,DB08918
0,DB00041,DB00450
0,DB00910,DB06201
0,DB01065,DB12015
0,DB00675,DB08828
1,DB00318,DB01551
0,DB00283,DB00313
0,DB01142,DB09272
0,DB01221,DB01233
0,DB00441,DB00694
1,DB00987,DB08895
0,DB00297,DB00877
0,DB05109,DB08889
1,DB00454,DB01362
1,DB01039,DB01098
0,DB00060,DB00541
0,DB00762,DB10429
1,DB00648,DB05812
0,DB00275,DB00687
1,DB00278,DB01166
0,DB00862,DB06589
0,DB00414,DB00554
0,DB00233,DB00642
0,DB00499,DB14509
0,DB00607,DB08895
0,DB00238,DB12483
0,DB00549,DB14840
1,DB01113,DB01224
0,DB00524,DB11093
0,DB00030,DB06791
0,DB06791,DB15822
0,DB00321,DB01075
0,DB00761,DB00991
1,DB11817,DB12498
1,DB00488,DB11817
1,DB00374,DB09075
1,DB01211,DB12825
0,DB00045,DB00051
1,DB00688,DB12612
0,DB00310,DB08947
0,DB01193,DB01574
0,DB00454,DB01119
0,DB00970,DB14409
0,DB06772,DB08889
0,DB00649,DB01280
0,DB00471,DB14568
0,DB01050,DB12130
0,DB00051,DB01235
0,DB01014,DB01082
0,DB00035,DB00939
1,DB00812,DB09134
0,DB00006,DB01240
1,DB00199,DB15685
0,DB09263,DB14520
1,DB00051,DB11952
0,DB00635,DB09035
0,DB06216,DB11186
1,DB01395,DB09063
0,DB00818,DB12141
0,DB00318,DB00559
0,DB00051,DB01076
0,DB00938,DB06699
1,DB01035,DB09078
0,DB00322,DB00993
1,DB00480,DB14711
1,DB01263,DB06287
1,DB10276,DB12483
0,DB00916,DB01280
0,DB00312,DB12001
0,DB00307,DB01124
0,DB00792,DB01247
0,DB01224,DB06655
0,DB00594,DB00635
0,DB00331,DB00695
0,DB00526,DB08870
1,DB00853,DB08827
0,DB00074,DB08908
0,DB00773,DB00916
0,DB00222,DB00695
1,DB00738,DB04711
1,DB00363,DB06663
0,DB00929,DB09154
0,DB00193,DB11817
0,DB00835,DB12404
0,DB00898,DB09054
1,DB00081,DB12500
0,DB00738,DB01166
0,DB06616,DB11828
0,DB06414,DB11837
1,DB00005,DB01073
0,DB00678,DB00707
1,DB00328,DB01249
0,DB01137,DB01390
1,DB00108,DB06772
0,DB09389,DB11986
1,DB01045,DB01254
1,DB08901,DB11817
0,DB00284,DB00880
0,DB00372,DB01067
0,DB00621,DB01307
0,DB01004,DB04572
0,DB04953,DB08828
1,DB00273,DB00434
0,DB00019,DB00022
0,DB01157,DB09293
0,DB00443,DB00887
1,DB00814,DB09030
0,DB01229,DB14840
0,DB00959,DB11730
0,DB01076,DB09104
0,DB00200,DB09293
0,DB00987,DB01248
0,DB00557,DB01087
0,DB00599,DB09241
0,DB00563,DB05889
0,DB01656,DB08879
0,DB00384,DB01017
0,DB00515,DB00529
0,DB08868,DB14443
0,DB00333,DB06287
0,DB00091,DB00474
1,DB00242,DB00515
0,DB00404,DB08900
0,DB00758,DB01026
0,DB00019,DB00087
0,DB00351,DB14568
0,DB01020,DB01240
0,DB00701,DB06723
0,DB00949,DB06772
0,DB00790,DB06724
0,DB00539,DB00661
0,DB00275,DB00372
0,DB00322,DB00531
0,DB00722,DB11130
1,DB00570,DB08873
0,DB01029,DB06292
0,DB00459,DB00672
0,DB00283,DB11160
0,DB00633,DB01105
0,DB01274,DB01410
0,DB08870,DB13985
0,DB04868,DB06605
1,DB00218,DB00445
0,DB00586,DB00621
0,DB00717,DB01067
0,DB00773,DB11601
0,DB00420,DB01016
0,DB00011,DB00609
1,DB00243,DB01611
0,DB01109,DB14276
0,DB00682,DB12010
0,DB01001,DB01599
0,DB00227,DB06287
0,DB04855,DB12130
1,DB00344,DB01168
1,DB00215,DB00864
0,DB00087,DB06643
0,DB00694,DB01033
0,DB00432,DB09074
0,DB00052,DB08910
0,DB00816,DB01367
0,DB00694,DB01238
0,DB11248,DB15965
0,DB00091,DB00448
0,DB00524,DB13231
0,DB01246,DB11859
0,DB00211,DB01142
0,DB05039,DB11853
1,DB06441,DB15233
0,DB06372,DB06681
0,DB00773,DB00851
1,DB00361,DB13896
0,DB01229,DB04855
0,DB00418,DB06691
0,DB00491,DB01001
0,DB00277,DB00475
1,DB00618,DB08827
0,DB01177,DB01268
0,DB00571,DB00763
0,DB00497,DB01012
0,DB01284,DB14444
0,DB06203,DB09063
0,DB00031,DB01104
0,DB00443,DB10795
0,DB00283,DB01452
0,DB00618,DB01337
0,DB06589,DB09143
1,DB01142,DB12371
0,DB00405,DB06016
0,DB00582,DB00969
0,DB01195,DB12942
0,DB00344,DB01177
0,DB00722,DB06292
0,DB00344,DB06176
0,DB00563,DB14730
0,DB00255,DB01067
1,DB00712,DB12978
1,DB00604,DB00887
0,DB00541,DB08912
1,DB01218,DB09118
0,DB00747,DB09532
0,DB01234,DB09034
0,DB01087,DB01104
0,DB00851,DB12674
1,DB08816,DB11581
1,DB00608,DB12332
0,DB00220,DB08899
1,DB06589,DB08880
0,DB00307,DB05676
0,DB00197,DB14509
0,DB00390,DB08820
1,DB00218,DB00222
0,DB06016,DB08936
0,DB00104,DB13074
0,DB00995,DB08904
1,DB01050,DB01125
0,DB09054,DB14575
0,DB08901,DB15328
0,DB00496,DB00574
0,DB00197,DB00783
1,DB00374,DB06228
0,DB00562,DB01132
0,DB00856,DB01247
1,DB00850,DB09330
0,DB00286,DB00673
1,DB00196,DB06290
1,DB00247,DB09054
0,DB00341,DB00898
0,DB06403,DB08907
0,DB08865,DB11952
0,DB00762,DB01226
0,DB00494,DB00682
0,DB00472,DB05773
1,DB00939,DB08880
1,DB01211,DB15685
0,DB00531,DB12010
1,DB00261,DB00867
0,DB00414,DB09100
0,DB01208,DB13231
0,DB08936,DB11823
0,DB00685,DB00987
0,DB00295,DB01075
0,DB00284,DB00294
0,DB01254,DB08938
0,DB00334,DB01041
0,DB00099,DB14811
0,DB00623,DB00672
0,DB00631,DB00781
0,DB00586,DB01201
0,DB00277,DB00343
0,DB00673,DB00949
0,DB01137,DB11640
0,DB00570,DB00631
0,DB00628,DB04837
0,DB00398,DB01229
0,DB01351,DB09063
1,DB00388,DB01142
0,DB00949,DB09291
0,DB00497,DB01110
0,DB00388,DB01396
0,DB00963,DB01172
0,DB11110,DB11943
1,DB09241,DB11823
0,DB01076,DB12500
1,DB00531,DB10317
0,DB00820,DB09073
0,DB00348,DB01232
0,DB00620,DB11866
1,DB00421,DB00648
0,DB00086,DB00554
0,DB06273,DB08901
0,DB00188,DB15965
0,DB01235,DB08871
0,DB00572,DB00652
0,DB00209,DB00245
0,DB00635,DB09280
0,DB00648,DB01395
1,DB00480,DB08860
0,DB09389,DB11979
1,DB00246,DB05889
0,DB00653,DB00860
0,DB00214,DB09135
0,DB00570,DB00834
0,DB06708,DB14240
0,DB00289,DB05039
0,DB00106,DB06176
0,DB00792,DB01149
0,DB00284,DB00467
0,DB00358,DB09462
1,DB08879,DB08904
0,DB00621,DB01309
0,DB09330,DB12457
0,DB09389,DB12500
1,DB01264,DB14568
0,DB00486,DB00715
1,DB00752,DB01105
0,DB00035,DB00899
1,DB01035,DB14568
0,DB00243,DB08901
0,DB00195,DB00501
0,DB01118,DB11569
0,DB00543,DB06767
0,DB06210,DB11986
0,DB00443,DB06287
1,DB00343,DB05239
1,DB01155,DB06603
1,DB01224,DB09065
0,DB00019,DB00791
0,DB02701,DB09054
0,DB06168,DB11627
1,DB00228,DB00668
0,DB00714,DB12332
0,DB01114,DB08936
1,DB00788,DB01590
0,DB06702,DB09098
0,DB11581,DB11601
0,DB00384,DB00860
0,DB00414,DB00489
0,DB12364,DB15982
1,DB00975,DB06754
0,DB00095,DB09052
1,DB00420,DB13074
0,DB00312,DB06697
0,DB00647,DB01064
0,DB00927,DB01155
0,DB00512,DB00788
0,DB00736,DB01067
0,DB00781,DB01357
0,DB00176,DB12612
0,DB00026,DB11595
0,DB00068,DB00233
0,DB00665,DB01601
1,DB00078,DB00328
0,DB00414,DB04574
0,DB00683,DB11569
0,DB01229,DB11988
0,DB06589,DB11866
0,DB01114,DB09128
1,DB00623,DB06603
0,DB00370,DB00619
0,DB00741,DB10583
0,DB00203,DB12500
1,DB00757,DB14509
0,DB00046,DB00433
0,DB00446,DB01280
1,DB00358,DB09121
0,DB00501,DB00599
0,DB01177,DB11796
1,DB00864,DB06288
0,DB08883,DB14568
0,DB00553,DB12035
0,DB00358,DB12267
0,DB00468,DB00582
0,DB06228,DB08881
0,DB01073,DB14222
0,DB00622,DB09112
0,DB00544,DB14550
1,DB00013,DB00932
0,DB00104,DB01276
1,DB06119,DB12500
0,DB00835,DB00989
0,DB01132,DB01403
0,DB01204,DB12015
0,DB01248,DB14568
0,DB00715,DB08816
1,DB00864,DB08865
0,DB09020,DB11915
1,DB01088,DB05578
0,DB00401,DB12267
0,DB00067,DB01087
1,DB00331,DB08947
0,DB01592,DB14487
0,DB00530,DB12015
0,DB01656,DB05015
0,DB00353,DB14568
0,DB00382,DB05990
0,DB00193,DB00916
1,DB00468,DB11853
0,DB12130,DB12332
0,DB00348,DB04911
0,DB00107,DB00499
0,DB04871,DB08882
0,DB00904,DB00956
1,DB00862,DB08868
0,DB10583,DB11760
1,DB10343,DB11767
0,DB00860,DB04575
0,DB00030,DB12267
0,DB01005,DB04572
0,DB01611,DB05521
1,DB01254,DB10276
1,DB00398,DB01244
0,DB05812,DB11113
0,DB00853,DB08870
0,DB01591,DB06825
0,DB00661,DB06228
1,DB00327,DB01168
1,DB01128,DB06288
0,DB00570,DB12500
1,DB00398,DB00908
0,DB00257,DB04835
0,DB00348,DB01118
0,DB00794,DB01070
0,DB00402,DB08899
0,DB01005,DB01030
0,DB01261,DB01364
0,DB00081,DB14783
0,DB04824,DB04948
1,DB00295,DB00404
0,DB00358,DB00508
1,DB01232,DB01611
0,DB00679,DB00898
0,DB01041,DB01623
0,DB01016,DB11901
1,DB00373,DB00938
1,DB00320,DB00852
0,DB00539,DB00607
0,DB00351,DB00414
1,DB12612,DB15699
0,DB05239,DB06168
1,DB00637,DB01264
0,DB00342,DB00656
0,DB00284,DB00827
0,DB01050,DB01067
1,DB01247,DB01362
0,DB00468,DB01291
1,DB01169,DB06288
0,DB06282,DB11732
0,DB00759,DB09278
0,DB00503,DB09291
0,DB01177,DB09472
0,DB00395,DB00898
0,DB00792,DB11632
1,DB00541,DB08880
0,DB00361,DB00570
1,DB08885,DB12371
0,DB00439,DB01229
0,DB04865,DB14783
0,DB09034,DB11718
0,DB01155,DB04824
0,DB00574,DB09080
0,DB00015,DB00784
0,DB00841,DB13928
0,DB00532,DB01024
0,DB00068,DB00533
0,DB00679,DB00782
0,DB00422,DB00902
0,DB00537,DB00927
0,DB00704,DB01083
0,DB05889,DB13890
1,DB00220,DB08820
0,DB00698,DB00704
0,DB00091,DB11569
0,DB01008,DB08873
0,DB00872,DB09079
1,DB06822,DB08816
1,DB01026,DB08816
0,DB00026,DB01182
1,DB00108,DB12240
0,DB00446,DB09115
1,DB00531,DB08904
0,DB00471,DB00916
0,DB00888,DB14409
0,DB00371,DB01069
1,DB00850,DB00855
0,DB05109,DB08886
0,DB00672,DB12015
0,DB09074,DB12026
1,DB00681,DB01590
0,DB06616,DB09472
0,DB00719,DB01192
0,DB12130,DB14019
0,DB00668,DB00968
0,DB01267,DB09564
0,DB01137,DB08864
0,DB00521,DB00860
0,DB04899,DB12612
1,DB00091,DB09133
0,DB01021,DB11827
0,DB00243,DB12001
0,DB00370,DB00405
0,DB01242,DB01409
0,DB00856,DB06216
0,DB08901,DB15982
0,DB00470,DB00934
1,DB00541,DB10315
0,DB08880,DB12834
0,DB00377,DB01236
0,DB00026,DB00041
0,DB00445,DB06589
0,DB01128,DB15102
0,DB00678,DB12130
0,DB00806,DB01223
1,DB00843,DB01156
0,DB00695,DB01278
0,DB00790,DB01109
1,DB11901,DB11921
0,DB00574,DB15066
1,DB00877,DB08868
0,DB00497,DB01259
0,DB00563,DB01155
1,DB00598,DB00938
0,DB01611,DB05541
0,DB00687,DB09265
0,DB00641,DB11158
0,DB00439,DB01611
1,DB00648,DB11691
0,DB00723,DB09082
1,DB00863,DB01254
0,DB00508,DB01211
1,DB00681,DB00877
1,DB01026,DB05294
0,DB00470,DB00899
1,DB08903,DB12245
0,DB00537,DB00916
0,DB00959,DB09293
0,DB00014,DB01309
0,DB00433,DB00927
0,DB11581,DB14723
0,DB06203,DB08886
0,DB00188,DB00395
0,DB11915,DB12500
0,DB01128,DB12130
0,DB00602,DB11952
0,DB00983,DB14754
0,DB06168,DB11793
0,DB06825,DB09080
0,DB00332,DB01403
1,DB00091,DB01319
0,DB00086,DB00586
0,DB00537,DB06788
0,DB00277,DB00927
1,DB00215,DB06589
1,DB01072,DB11730
0,DB00424,DB00434
0,DB00030,DB09502
0,DB00374,DB11095
1,DB00196,DB08880
1,DB00055,DB00266
0,DB00199,DB09268
1,DB00862,DB01218
0,DB01390,DB11613
0,DB09472,DB11640
0,DB01394,DB12834
0,DB00321,DB11855
0,DB00844,DB01181
0,DB00747,DB00850
0,DB00945,DB01191
1,DB00051,DB14783
1,DB00775,DB06822
0,DB00880,DB01101
1,DB00214,DB00855
1,DB00443,DB11936
0,DB00270,DB09333
0,DB00712,DB01324
0,DB09082,DB12161
0,DB00949,DB12001
0,DB00672,DB00780
0,DB00428,DB01206
0,DB00730,DB08910
1,DB00563,DB06674
0,DB00285,DB08877
1,DB01072,DB08895
1,DB00262,DB08904
1,DB00977,DB01323
1,DB00009,DB11703
0,DB00188,DB01067
0,DB11986,DB12267
0,DB01016,DB09045
0,DB00586,DB00741
0,DB08816,DB12010
0,DB00346,DB11827
0,DB00284,DB01246
0,DB00749,DB00775
0,DB00836,DB11978
0,DB00945,DB01193
0,DB00526,DB05679
0,DB00041,DB00321
0,DB11730,DB11757
0,DB01089,DB09241
0,DB08820,DB08931
1,DB12612,DB13007
0,DB00443,DB09237
0,DB00052,DB06605
0,DB00207,DB00904
0,DB00307,DB11951
0,DB01403,DB12245
0,DB13074,DB14575
0,DB00697,DB05039
0,DB00177,DB01285
0,DB00055,DB09068
1,DB01169,DB06788
0,DB00563,DB01206
1,DB04868,DB06663
0,DB01268,DB04861
1,DB00242,DB01248
0,DB00537,DB09078
0,DB08987,DB14740
0,DB00983,DB01303
0,DB01021,DB09020
1,DB01197,DB13620
0,DB01115,DB04868
1,DB01320,DB06595
0,DB00030,DB00672
0,DB01196,DB13231
0,DB00470,DB00794
1,DB00051,DB00188
0,DB01042,DB09498
1,DB00563,DB06690
1,DB00956,DB09048
0,DB00635,DB08886
0,DB00281,DB01254
1,DB00889,DB01168
1,DB01174,DB05109
0,DB11776,DB14783
0,DB00220,DB00501
1,DB00180,DB00242
0,DB00348,DB01149
0,DB00533,DB00969
1,DB00569,DB00939
1,DB00054,DB15035
0,DB00763,DB09100
0,DB08820,DB09046
0,DB00091,DB09052
0,DB00564,DB11834
0,DB06016,DB06292
0,DB00195,DB01234
1,DB00252,DB11691
1,DB00557,DB04868
1,DB08875,DB14509
0,DB00428,DB00563
1,DB00665,DB06708
0,DB01284,DB13139
0,DB00358,DB11853
0,DB00218,DB00305
0,DB00047,DB00584
0,DB00678,DB00712
1,DB01050,DB12364
0,DB00788,DB01050
0,DB00041,DB00661
0,DB00393,DB00789
0,DB00010,DB00331
0,DB04844,DB06788
0,DB00488,DB01137
0,DB00554,DB00642
0,DB04948,DB09268
0,DB00342,DB06413
1,DB08827,DB09570
1,DB00242,DB06643
1,DB00220,DB12130
0,DB00270,DB01164
0,DB00310,DB08907
1,DB00749,DB11703
1,DB00333,DB09268
0,DB00434,DB01181
0,DB00827,DB13231
0,DB05039,DB09118
0,DB00755,DB12130
0,DB00981,DB01193
0,DB01656,DB05679
0,DB00717,DB01261
1,DB00853,DB01097
0,DB00350,DB01168
0,DB00349,DB08904
0,DB01359,DB13142
0,DB00414,DB06791
0,DB01234,DB06688
0,DB00351,DB00625
0,DB00318,DB01181
0,DB00445,DB09054
0,DB00470,DB00829
0,DB00580,DB01014
0,DB00734,DB00738
0,DB00501,DB00911
1,DB00054,DB00055
0,DB00291,DB06769
1,DB00656,DB01156
0,DB00468,DB11652
0,DB00420,DB01291
0,DB11113,DB11915
0,DB00912,DB01365
1,DB00199,DB00834
0,DB00338,DB05294
0,DB01223,DB01226
0,DB00921,DB11315
0,DB00999,DB01069
0,DB00541,DB06688
0,DB00574,DB09043
0,DB00608,DB01202
0,DB00574,DB01309
0,DB09102,DB12141
0,DB00594,DB09462
1,DB06273,DB13896
1,DB01172,DB01249
0,DB00911,DB15685
0,DB00367,DB01026
0,DB00924,DB12332
1,DB00582,DB01169
1,DB01208,DB01211
0,DB00806,DB11095
1,DB00467,DB00860
1,DB00831,DB14568
1,DB08880,DB13881
0,DB00555,DB01041
0,DB01229,DB01259
0,DB08864,DB14048
1,DB00065,DB01284
0,DB00877,DB04865
1,DB00503,DB01166
0,DB00092,DB01035
0,DB00056,DB14444
0,DB00051,DB01095
0,DB00457,DB01050
0,DB09274,DB11855
0,DB00672,DB01009
0,DB00573,DB02362
0,DB00777,DB01261
0,DB00981,DB01069
0,DB00993,DB01030
1,DB00625,DB08881
0,DB00310,DB01129
0,DB00969,DB01026
0,DB00370,DB11057
0,DB00457,DB00712
0,DB09237,DB14723
1,DB12612,DB15965
0,DB09082,DB09564
1,DB00794,DB00864
1,DB00814,DB01362
0,DB08865,DB09570
0,DB00010,DB01276
0,DB00374,DB00622
1,DB08879,DB12612
0,DB05109,DB08932
0,DB01004,DB09077
0,DB00450,DB01291
0,DB00602,DB01259
1,DB00934,DB06708
0,DB00015,DB00215
0,DB09052,DB14443
0,DB00737,DB15066
0,DB00665,DB00726
0,DB04574,DB06777
0,DB00227,DB12500
0,DB11689,DB14723
1,DB01113,DB01599
1,DB00220,DB09073
0,DB00586,DB00790
0,DB01177,DB01182
0,DB00482,DB00682
1,DB11581,DB15091
1,DB00450,DB06589
0,DB00861,DB01240
0,DB00816,DB09043
0,DB00707,DB15233
1,DB01129,DB12978
0,DB01277,DB13074
0,DB04865,DB08908
1,DB00377,DB00458
0,DB00508,DB00668
0,DB00440,DB00682
0,DB00283,DB01563
0,DB00356,DB00704
0,DB00347,DB06691
1,DB01097,DB14723
0,DB08816,DB14723
1,DB01225,DB01254
1,DB00220,DB00361
0,DB00615,DB01110
0,DB00060,DB00549
0,DB00586,DB00715
1,DB00598,DB09080
0,DB00640,DB01142
0,DB11776,DB14533
0,DB00482,DB04861
1,DB00369,DB00631
0,DB00943,DB09570
0,DB00748,DB09117
0,DB01064,DB01254
0,DB00443,DB00615
0,DB01067,DB01264
0,DB06650,DB09074
0,DB00188,DB06335
1,DB01113,DB01208
1,DB05154,DB11901
0,DB00537,DB00586
0,DB01285,DB04824
1,DB08930,DB09104
1,DB00252,DB09039
1,DB01026,DB01201
0,DB01234,DB09101
1,DB00072,DB08895
0,DB00224,DB00912
0,DB00007,DB08871
0,DB01394,DB08871
0,DB00665,DB00921
0,DB00573,DB11098
0,DB01104,DB04951
0,DB00812,DB11978
0,DB00136,DB00364
0,DB01285,DB01357
0,DB00439,DB09280
0,DB00344,DB00981
0,DB00783,DB01307
0,DB00277,DB00680
0,DB00310,DB00448
0,DB00289,DB00864
0,DB01023,DB08816
0,DB00312,DB00741
0,DB00307,DB06201
1,DB00712,DB01254
1,DB00956,DB15465
1,DB00215,DB00397
0,DB00405,DB00934
1,DB01165,DB05294
0,DB00674,DB06616
0,DB00196,DB05109
0,DB00257,DB01182
1,DB04871,DB04896
0,DB00350,DB01224
1,DB00302,DB00655
1,DB00619,DB06448
1,DB00855,DB00932
0,DB00831,DB04837
0,DB01142,DB01221
0,DB01115,DB12612
0,DB00682,DB08880
0,DB00529,DB01137
1,DB08877,DB13896
0,DB01406,DB09265
0,DB00443,DB01201
0,DB00792,DB05541
0,DB00264,DB08938
0,DB01041,DB08881
0,DB00748,DB00832
0,DB00220,DB00682
0,DB00199,DB06636
0,DB05239,DB06688
0,DB00361,DB12834
0,DB01030,DB08867
1,DB00556,DB01169
0,DB00317,DB00863
0,DB00065,DB00349
0,DB00177,DB00295
1,DB01268,DB01320
0,DB01064,DB01211
0,DB01599,DB09080
1,DB00592,DB01362
0,DB01253,DB06589
0,DB01035,DB05679
1,DB08877,DB10316
1,DB00569,DB01225
0,DB00672,DB01045
0,DB00470,DB01116
0,DB00514,DB05812
0,DB00704,DB08932
0,DB00414,DB00609
0,DB00742,DB08907
0,DB09133,DB09293
0,DB00738,DB01610
0,DB00115,DB00761
0,DB00185,DB01128
0,DB09488,DB10446
0,DB00279,DB00672
0,DB00530,DB00615
1,DB11569,DB14711
0,DB00361,DB00773
0,DB00675,DB01174
1,DB01030,DB12371
0,DB01323,DB12364
0,DB00773,DB12674
0,DB00361,DB08908
0,DB00067,DB00445
0,DB00731,DB01278
0,DB00475,DB01233
1,DB00991,DB06822
0,DB12141,DB12457
0,DB00261,DB13139
1,DB01208,DB01254
0,DB00197,DB00841
0,DB01087,DB11978
0,DB01284,DB04824
0,DB00052,DB13074
0,DB00092,DB01234
0,DB00604,DB01291
0,DB00541,DB14444
0,DB00013,DB00574
1,DB10343,DB12001
1,DB00193,DB01362
1,DB00322,DB10276
0,DB00241,DB06691
0,DB00363,DB00983
0,DB01229,DB01248
0,DB00366,DB00934
0,DB00091,DB14004
1,DB09125,DB11160
0,DB00031,DB00945
0,DB00485,DB09268
0,DB00007,DB09268
0,DB00570,DB09498
0,DB00598,DB00956
1,DB01082,DB01339
1,DB00788,DB00877
1,DB01227,DB06663
0,DB00326,DB00880
0,DB00501,DB00642
0,DB00372,DB00424
0,DB00620,DB09118
0,DB00005,DB00943
1,DB00363,DB08910
0,DB00960,DB06691
0,DB01114,DB04908
0,DB06595,DB14723
0,DB00318,DB01202
0,DB00927,DB06817
0,DB00352,DB00609
0,DB00482,DB01577
0,DB00916,DB11853
0,DB00288,DB01307
0,DB00372,DB13913
0,DB00762,DB12267
0,DB00338,DB01125
0,DB00512,DB04834
0,DB09080,DB09330
0,DB00748,DB00810
0,DB00321,DB00804
0,DB08908,DB09033
1,DB00215,DB04868
0,DB00332,DB00804
1,DB01155,DB08868
0,DB00397,DB00623
0,DB00073,DB00993
0,DB00515,DB01394
0,DB01009,DB06441
0,DB01284,DB10675
0,DB00264,DB11827
1,DB00758,DB05773
0,DB00956,DB11160
0,DB00603,DB09101
0,DB00052,DB00317
1,DB00196,DB01045
0,DB00470,DB00564
0,DB00448,DB08899
0,DB00737,DB00980
0,DB00673,DB01764
0,DB12095,DB12141
0,DB00603,DB09036
0,DB00501,DB01211
0,DB01577,DB08938
0,DB00470,DB00489
0,DB00900,DB12834
1,DB00193,DB01280
0,DB00607,DB13074
0,DB00788,DB08820
1,DB01072,DB11703
0,DB00579,DB09265
0,DB08870,DB08910
0,DB00871,DB01177
0,DB01234,DB14487
0,DB00069,DB01095
0,DB00887,DB01309
1,DB01109,DB04865
0,DB00554,DB08899
0,DB08918,DB09082
1,DB00788,DB01609
0,DB00681,DB00959
0,DB06603,DB09046
0,DB00207,DB11978
0,DB00334,DB00445
0,DB00250,DB08860
1,DB00208,DB00834
0,DB00322,DB13890
0,DB09265,DB13007
1,DB00679,DB08871
1,DB00738,DB01100
0,DB00542,DB11362
0,DB00470,DB01115
0,DB00091,DB10989
0,DB01018,DB11827
0,DB00762,DB01004
0,DB01359,DB09156
0,DB01438,DB05109
0,DB01024,DB14879
1,DB01177,DB05294
0,DB00912,DB09068
0,DB00068,DB01137
0,DB00361,DB00400
0,DB00526,DB15965
0,DB11921,DB14783
0,DB00358,DB00379
0,DB00468,DB00877
0,DB00283,DB00628
0,DB00501,DB00788
0,DB01175,DB06081
0,DB01591,DB12010
0,DB00747,DB00854
0,DB00741,DB09118
0,DB00448,DB08895
1,DB00758,DB06779
0,DB00433,DB01254
0,DB01281,DB14443
0,DB00839,DB09063
0,DB00091,DB14222
0,DB00317,DB00418
0,DB00352,DB04835
0,DB11071,DB11095
0,DB00903,DB09082
0,DB00208,DB01404
0,DB00059,DB06186
0,DB00586,DB01175
0,DB00370,DB00673
1,DB00078,DB00554
0,DB00414,DB00460
1,DB01149,DB01168
0,DB00631,DB11730
1,DB06372,DB10276
1,DB00898,DB00921
0,DB00052,DB00635
0,DB01029,DB01156
0,DB01166,DB11796
1,DB00365,DB11978
0,DB00089,DB06699
0,DB00719,DB09076
1,DB06636,DB11986
0,DB00041,DB00628
0,DB00356,DB00434
0,DB00691,DB06287
0,DB00491,DB01579
0,DB00657,DB00902
1,DB00502,DB09063
0,DB12483,DB14222
0,DB06810,DB09054
0,DB00182,DB00372
0,DB00444,DB14783
0,DB01656,DB09074
0,DB00414,DB00575
0,DB06717,DB08881
0,DB00330,DB00570
1,DB00976,DB04868
0,DB00637,DB11901
1,DB01151,DB09241
0,DB00619,DB00993
1,DB05812,DB08899
0,DB01609,DB13074
0,DB00199,DB05812
0,DB00317,DB01320
0,DB00420,DB04843
0,DB14762,DB16646
1,DB00779,DB01206
0,DB12001,DB14443
0,DB00665,DB00675
0,DB00461,DB00839
0,DB00175,DB00631
0,DB00277,DB08881
0,DB00396,DB06655
1,DB00539,DB00694
0,DB01406,DB09043
0,DB01185,DB09054
0,DB00054,DB01240
0,DB00694,DB11601
0,DB00715,DB00731
0,DB00052,DB11691
0,DB00470,DB09237
0,DB00213,DB09280
1,DB00261,DB00997
0,DB04843,DB04861
0,DB00950,DB10429
0,DB00668,DB09100
0,DB00060,DB08932
0,DB00687,DB09263
0,DB00352,DB08913
0,DB01223,DB09278
0,DB00203,DB01119
0,DB00773,DB11988
1,DB01026,DB13007
1,DB00477,DB12612
0,DB00201,DB09074
0,DB00197,DB01072
0,DB04911,DB12001
